date,ST_NM,electricity_name,MaxTemp_C,Daily_Energy_MU,Peak_Met_MW,Peak_Unmet_MW
2022-05-04,Uttarakhand,Uttarakhand,31.21509183222165,40.0,1955.0,0.0
2022-05-04,West Bengal,West Bengal,32.52005173185274,151.5,7857.0,0.0
2022-05-05,Andhra Pradesh,Andhra Pradesh,37.51407640229954,200.4,10402.0,0.0
2022-05-05,Arunachal Pradesh,Arunachal Pradesh,31.065305676986632,2.2,134.0,0.0
2022-05-05,Assam,Assam,30.240641891286955,30.9,1792.0,0.0
2022-05-05,Bihar,Bihar,33.11737163569773,101.3,5523.0,0.0
2022-05-05,Chandigarh,Chandigarh,34.92244338989258,4.8,239.0,0.0
2022-05-05,Chhattisgarh,Chhattisgarh,39.39015141011855,111.6,4836.0,0.0
2022-05-05,Dadara & Nagar Havelli,Dadra and Nagar Haveli,37.520385400808784,20.4,876.0,0.0
2022-05-05,Daman & Diu,Daman and Diu,36.91901130543833,7.9,350.0,0.0
2022-05-05,NCT of Delhi,Delhi,37.90111095664373,103.8,5371.0,0.0
2022-05-05,Goa,Goa,34.88432763973611,15.5,708.0,0.0
2022-05-05,Gujarat,Gujarat,38.41964781139831,439.9,20265.0,0.0
2022-05-05,Haryana,Haryana,37.347917373695424,167.4,7999.0,638.0
2022-05-05,Himachal Pradesh,Himachal Pradesh,29.9604323888276,34.1,1565.0,0.0
2022-05-05,Jammu & Kashmir,Jammu and Kashmir,27.033813630028824,51.5,2281.0,30.0
2022-05-05,Jharkhand,Jharkhand,35.82529464117001,29.5,1396.0,55.0
2022-05-05,Karnataka,Karnataka,35.413933341869644,218.9,11296.0,0.0
2022-05-05,Kerala,Kerala,31.84694805107876,83.3,4182.0,0.0
2022-05-05,Madhya Pradesh,Madhya Pradesh,40.65565992565882,268.6,12335.0,0.0
2022-05-05,Maharashtra,Maharashtra,40.23552902480752,607.0,27210.0,0.0
2022-05-05,Manipur,Manipur,30.62661314161413,2.2,171.0,0.0
2022-05-05,Meghalaya,Meghalaya,30.275731723892477,5.6,319.0,0.0
2022-05-05,Mizoram,Mizoram,30.048707451809587,1.8,112.0,0.0
2022-05-05,Nagaland,Nagaland,30.85318984555936,2.3,139.0,0.0
2022-05-05,Odisha,Odisha,37.384967771807446,110.6,5668.0,0.0
2022-05-05,Puducherry,Puducherry,36.27443250776572,10.0,472.0,0.0
2022-05-05,Punjab,Punjab,36.04669443643984,186.5,8638.0,0.0
2022-05-05,Rajasthan,Rajasthan,40.14016368810079,271.2,14383.0,0.0
2022-05-05,Sikkim,Sikkim,27.52548746940385,1.6,109.0,0.0
2022-05-05,Tamil Nadu,Tamil Nadu,35.326202401303085,351.9,16229.0,0.0
2022-05-05,Telangana,Telangana,39.63934398321594,187.6,9631.0,0.0
2022-05-05,Tripura,Tripura,30.058857779653085,4.7,276.0,0.0
2022-05-05,Uttar Pradesh,Uttar Pradesh,36.55395730434267,372.2,21834.0,0.0
2022-05-05,Uttarakhand,Uttarakhand,31.15990758239745,41.2,2078.0,0.0
2022-05-05,West Bengal,West Bengal,33.683903273812035,158.1,8399.0,0.0
2022-05-06,Andhra Pradesh,Andhra Pradesh,37.85265341585497,195.1,10468.0,0.0
2022-05-06,Arunachal Pradesh,Arunachal Pradesh,33.57692535762198,2.2,131.0,0.0
2022-05-06,Assam,Assam,32.232950252377364,33.4,1901.0,0.0
2022-05-06,Bihar,Bihar,35.72234765072154,107.8,5616.0,0.0
2022-05-06,Chandigarh,Chandigarh,36.31661224365234,5.2,264.0,0.0
2022-05-06,Chhattisgarh,Chhattisgarh,39.64487853647421,110.7,4701.0,0.0
2022-05-06,Dadara & Nagar Havelli,Dadra and Nagar Haveli,37.49815799139175,20.3,865.0,0.0
2022-05-06,Daman & Diu,Daman and Diu,37.29072013714446,8.0,352.0,0.0
2022-05-06,NCT of Delhi,Delhi,39.51816313017297,113.3,5463.0,0.0
2022-05-06,Goa,Goa,35.19532133959387,15.3,692.0,0.0
2022-05-06,Gujarat,Gujarat,38.912055271279534,440.4,20630.0,0.0
2022-05-06,Haryana,Haryana,38.73559834350127,180.6,8492.0,305.0
2022-05-06,Himachal Pradesh,Himachal Pradesh,31.04831939797369,35.1,1637.0,0.0
2022-05-06,Jammu & Kashmir,Jammu and Kashmir,28.248564687082844,50.8,2370.0,0.0
2022-05-06,Jharkhand,Jharkhand,36.94558104209473,30.5,1583.0,0.0
2022-05-06,Karnataka,Karnataka,35.86429696028364,219.3,11082.0,0.0
2022-05-06,Kerala,Kerala,31.861832105261584,85.0,3994.0,0.0
2022-05-06,Madhya Pradesh,Madhya Pradesh,41.40362425498171,267.7,12371.0,0.0
2022-05-06,Maharashtra,Maharashtra,40.52006105226917,605.1,26947.0,0.0
2022-05-06,Manipur,Manipur,32.30376895580471,2.4,177.0,0.0
2022-05-06,Meghalaya,Meghalaya,31.732768546299454,5.5,302.0,0.0
2022-05-06,Mizoram,Mizoram,31.12227364713276,1.8,107.0,0.0
2022-05-06,Nagaland,Nagaland,33.1558125762828,2.3,143.0,0.0
2022-05-06,Odisha,Odisha,37.11431675753164,103.3,5063.0,0.0
2022-05-06,Puducherry,Puducherry,37.08729262315333,10.3,482.0,0.0
2022-05-06,Punjab,Punjab,37.32422831743334,196.3,9023.0,0.0
2022-05-06,Rajasthan,Rajasthan,40.503334469493616,268.9,14343.0,0.0
2022-05-06,Sikkim,Sikkim,29.3996154902184,1.7,108.0,0.0
2022-05-06,Tamil Nadu,Tamil Nadu,36.05113279394806,370.4,16906.0,0.0
2022-05-06,Telangana,Telangana,40.68225149614227,190.8,9281.0,0.0
2022-05-06,Tripura,Tripura,30.990644941699944,5.1,278.0,0.0
2022-05-06,Uttar Pradesh,Uttar Pradesh,38.10010451989954,436.6,22271.0,90.0
2022-05-06,Uttarakhand,Uttarakhand,32.19350040478174,45.9,2171.0,0.0
2022-05-06,West Bengal,West Bengal,34.36242626625158,160.4,8152.0,0.0
2022-05-07,Andhra Pradesh,Andhra Pradesh,38.28332317246698,194.2,9765.0,0.0
2022-05-07,Arunachal Pradesh,Arunachal Pradesh,33.65590774003583,2.3,137.0,0.0
2022-05-07,Assam,Assam,32.246974690979435,35.0,1895.0,0.0
2022-05-07,Bihar,Bihar,36.07223551268903,115.2,5879.0,254.0
2022-05-07,Chandigarh,Chandigarh,37.32029342651367,5.2,249.0,0.0
2022-05-07,Chhattisgarh,Chhattisgarh,39.74383440995078,110.7,4738.0,0.0
2022-05-07,Dadara & Nagar Havelli,Dadra and Nagar Haveli,38.29727398895767,20.4,870.0,0.0
2022-05-07,Daman & Diu,Daman and Diu,37.68277829455529,7.9,352.0,0.0
2022-05-07,NCT of Delhi,Delhi,40.62559428684328,110.7,5426.0,0.0
2022-05-07,Goa,Goa,35.393999351393774,14.9,684.0,0.0
2022-05-07,Gujarat,Gujarat,39.14262498601365,437.4,20337.0,0.0
2022-05-07,Haryana,Haryana,40.07644115677361,187.4,8563.0,0.0
2022-05-07,Himachal Pradesh,Himachal Pradesh,32.33304214764979,35.3,1584.0,0.0
2022-05-07,Jammu & Kashmir,Jammu and Kashmir,30.099948892588657,50.4,2359.0,0.0
2022-05-07,Jharkhand,Jharkhand,37.57875206056004,31.8,1445.0,0.0
2022-05-07,Karnataka,Karnataka,36.224599105636365,219.2,10730.0,0.0
2022-05-07,Kerala,Kerala,32.75964682052657,84.6,4139.0,0.0
2022-05-07,Madhya Pradesh,Madhya Pradesh,41.28428748331212,262.1,12236.0,0.0
2022-05-07,Maharashtra,Maharashtra,40.65860025199467,607.1,27216.0,0.0
2022-05-07,Manipur,Manipur,32.605759474699475,2.5,195.0,0.0
2022-05-07,Meghalaya,Meghalaya,31.765836981443957,5.5,329.0,0.0
2022-05-07,Mizoram,Mizoram,31.838416644861898,1.9,106.0,0.0
2022-05-07,Nagaland,Nagaland,33.10127129146671,2.2,149.0,0.0
2022-05-07,Odisha,Odisha,37.79518461633717,114.4,5628.0,0.0
2022-05-07,Puducherry,Puducherry,36.81569459756653,8.9,453.0,0.0
2022-05-07,Punjab,Punjab,38.89388661591837,200.3,9013.0,0.0
2022-05-07,Rajasthan,Rajasthan,41.99938104385143,279.7,14539.0,0.0
2022-05-07,Sikkim,Sikkim,28.79228246403481,1.6,101.0,0.0
2022-05-07,Tamil Nadu,Tamil Nadu,36.123408791608206,352.3,16224.0,0.0
2022-05-07,Telangana,Telangana,40.73808664124893,197.0,9879.0,0.0
2022-05-07,Tripura,Tripura,31.462796466328975,5.7,294.0,0.0
2022-05-07,Uttar Pradesh,Uttar Pradesh,38.76611207160363,452.8,22426.0,0.0
2022-05-07,Uttarakhand,Uttarakhand,32.82756486253346,45.7,2074.0,0.0
2022-05-07,West Bengal,West Bengal,34.8468497211644,172.8,8373.0,0.0
2022-05-08,Andhra Pradesh,Andhra Pradesh,37.82383111381893,190.0,9711.0,0.0
2022-05-08,Arunachal Pradesh,Arunachal Pradesh,34.53126208764135,2.3,136.0,0.0
2022-05-08,Assam,Assam,33.36718936211729,34.2,1830.0,0.0
2022-05-08,Bihar,Bihar,36.36983117332468,116.5,5822.0,0.0
2022-05-08,Chandigarh,Chandigarh,37.55674743652344,5.0,267.0,0.0
2022-05-08,Chhattisgarh,Chhattisgarh,39.89493460395074,110.2,4729.0,0.0
2022-05-08,Dadara & Nagar Havelli,Dadra and Nagar Haveli,38.499718920426446,19.8,858.0,0.0
2022-05-08,Daman & Diu,Daman and Diu,37.850176020117495,7.5,325.0,0.0
2022-05-08,NCT of Delhi,Delhi,40.76299279047102,110.0,5762.0,0.0
2022-05-08,Goa,Goa,35.402483635452974,13.5,647.0,0.0
2022-05-08,Gujarat,Gujarat,40.016059536335206,420.5,19039.0,0.0
2022-05-08,Haryana,Haryana,40.34147163838134,173.9,7982.0,0.0
2022-05-08,Himachal Pradesh,Himachal Pradesh,32.70962080475574,31.8,1521.0,0.0
2022-05-08,Jammu & Kashmir,Jammu and Kashmir,31.61969920942409,54.4,2457.0,0.0
2022-05-08,Jharkhand,Jharkhand,37.34999581345468,32.4,1488.0,0.0
2022-05-08,Karnataka,Karnataka,35.80135093114065,199.6,9919.0,0.0
2022-05-08,Kerala,Kerala,32.48650850422517,77.9,4073.0,0.0
2022-05-08,Madhya Pradesh,Madhya Pradesh,42.59572162639723,263.2,11806.0,0.0
2022-05-08,Maharashtra,Maharashtra,40.64261103587508,593.3,26320.0,0.0
2022-05-08,Manipur,Manipur,33.48809559448847,2.4,173.0,0.0
2022-05-08,Meghalaya,Meghalaya,33.006453322001,4.9,316.0,0.0
2022-05-08,Mizoram,Mizoram,32.336467632704064,1.8,104.0,0.0
2022-05-08,Nagaland,Nagaland,34.201533435994016,2.2,127.0,0.0
2022-05-08,Odisha,Odisha,37.527953992722445,126.4,5961.0,0.0
2022-05-08,Puducherry,Puducherry,36.33428236344129,9.0,422.0,0.0
2022-05-08,Punjab,Punjab,39.36338141686055,197.2,8862.0,0.0
2022-05-08,Rajasthan,Rajasthan,43.22940495289443,279.0,13805.0,0.0
2022-05-08,Sikkim,Sikkim,30.704402813979456,1.2,78.0,0.0
2022-05-08,Tamil Nadu,Tamil Nadu,35.58154213149883,327.9,14395.0,0.0
2022-05-08,Telangana,Telangana,39.96850333881679,193.7,9694.0,0.0
2022-05-08,Tripura,Tripura,32.20185203718796,5.5,289.0,0.0
2022-05-08,Uttar Pradesh,Uttar Pradesh,38.7535014867856,446.0,22363.0,180.0
2022-05-08,Uttarakhand,Uttarakhand,32.62750775489525,42.0,1976.0,0.0
2022-05-08,West Bengal,West Bengal,34.90191087393589,167.4,8257.0,0.0
2022-05-09,Andhra Pradesh,Andhra Pradesh,37.45716664008113,187.0,9746.0,0.0
2022-05-09,Arunachal Pradesh,Arunachal Pradesh,34.84674266392855,2.3,141.0,0.0
2022-05-09,Assam,Assam,33.412215259802096,35.2,1997.0,0.0
2022-05-09,Bihar,Bihar,35.99277535629655,113.3,5582.0,0.0
2022-05-09,Chandigarh,Chandigarh,37.27712631225586,6.0,313.0,0.0
2022-05-09,Chhattisgarh,Chhattisgarh,39.53829766804756,112.1,4712.0,0.0
2022-05-09,Dadara & Nagar Havelli,Dadra and Nagar Haveli,38.19874794065313,20.2,872.0,0.0
2022-05-09,Daman & Diu,Daman and Diu,37.45649756533448,7.1,348.0,0.0
2022-05-09,NCT of Delhi,Delhi,39.94814233849115,122.4,6057.0,0.0
2022-05-09,Goa,Goa,34.27909292681743,15.2,682.0,0.0
2022-05-09,Gujarat,Gujarat,40.00677206240783,438.8,20395.0,0.0
2022-05-09,Haryana,Haryana,40.05495910975537,185.7,8721.0,131.0
2022-05-09,Himachal Pradesh,Himachal Pradesh,32.33472584947884,33.3,1643.0,0.0
2022-05-09,Jammu & Kashmir,Jammu and Kashmir,31.229202410989696,47.0,2444.0,0.0
2022-05-09,Jharkhand,Jharkhand,36.40997776304313,32.3,1452.0,0.0
2022-05-09,Karnataka,Karnataka,35.04516116900579,212.2,10467.0,0.0
2022-05-09,Kerala,Kerala,31.110157792083108,84.5,4031.0,0.0
2022-05-09,Madhya Pradesh,Madhya Pradesh,42.57834692996439,269.1,12137.0,0.0
2022-05-09,Maharashtra,Maharashtra,40.87928978600197,608.9,27287.0,0.0
2022-05-09,Manipur,Manipur,33.04340907899692,2.5,186.0,0.0
2022-05-09,Meghalaya,Meghalaya,32.87462097681462,5.0,319.0,0.0
2022-05-09,Mizoram,Mizoram,30.87305043082393,1.8,110.0,0.0
2022-05-09,Nagaland,Nagaland,33.84952666948766,2.3,151.0,0.0
2022-05-09,Odisha,Odisha,36.85717369393242,127.4,5970.0,0.0
2022-05-09,Puducherry,Puducherry,35.75660599028117,9.3,451.0,0.0
2022-05-09,Punjab,Punjab,39.31120551003578,201.5,9313.0,0.0
2022-05-09,Rajasthan,Rajasthan,43.38095492072269,290.3,14746.0,0.0
2022-05-09,Sikkim,Sikkim,31.85417026281326,1.6,104.0,0.0
2022-05-09,Tamil Nadu,Tamil Nadu,34.696750509969924,339.8,15798.0,0.0
2022-05-09,Telangana,Telangana,40.70083345848691,193.9,9531.0,0.0
2022-05-09,Tripura,Tripura,30.51579336447618,5.0,281.0,0.0
2022-05-09,Uttar Pradesh,Uttar Pradesh,37.94062142398636,472.8,23338.0,90.0
2022-05-09,Uttarakhand,Uttarakhand,32.00432483463163,45.6,2169.0,0.0
2022-05-09,West Bengal,West Bengal,33.90449521894189,161.3,8162.0,0.0
2022-05-10,Andhra Pradesh,Andhra Pradesh,33.458394788099326,166.5,7779.0,0.0
2022-05-10,Arunachal Pradesh,Arunachal Pradesh,30.323578288524324,2.2,137.0,0.0
2022-05-10,Assam,Assam,29.804545172972254,33.4,1854.0,0.0
2022-05-10,Bihar,Bihar,35.89554695001437,117.6,5930.0,355.0
2022-05-10,Chandigarh,Chandigarh,37.10020446777344,6.2,320.0,0.0
2022-05-10,Chhattisgarh,Chhattisgarh,37.950147653262334,110.9,4760.0,0.0
2022-05-10,Dadara & Nagar Havelli,Dadra and Nagar Haveli,38.4613569029773,20.5,885.0,0.0
2022-05-10,Daman & Diu,Daman and Diu,37.51535416559408,5.7,322.0,0.0
2022-05-10,NCT of Delhi,Delhi,39.91810155887291,125.9,6189.0,0.0
2022-05-10,Goa,Goa,33.138402358869826,15.4,689.0,0.0
2022-05-10,Gujarat,Gujarat,40.17862027316845,442.5,20306.0,0.0
2022-05-10,Haryana,Haryana,40.12644568348757,191.8,9277.0,0.0
2022-05-10,Himachal Pradesh,Himachal Pradesh,32.26479125684966,32.4,1547.0,0.0
2022-05-10,Jammu & Kashmir,Jammu and Kashmir,30.874067333208615,49.7,2481.0,85.0
2022-05-10,Jharkhand,Jharkhand,35.7296621268585,33.0,1469.0,0.0
2022-05-10,Karnataka,Karnataka,32.8452043656003,210.3,10291.0,0.0
2022-05-10,Kerala,Kerala,29.146136654509384,80.9,3879.0,0.0
2022-05-10,Madhya Pradesh,Madhya Pradesh,41.95263568957972,273.8,12080.0,0.0
2022-05-10,Maharashtra,Maharashtra,40.42374812285853,606.3,26444.0,0.0
2022-05-10,Manipur,Manipur,29.131249623970632,2.5,178.0,0.0
2022-05-10,Meghalaya,Meghalaya,30.034810094092933,5.1,333.0,0.0
2022-05-10,Mizoram,Mizoram,28.57044674458091,1.9,107.0,0.0
2022-05-10,Nagaland,Nagaland,29.534770463549485,2.3,148.0,0.0
2022-05-10,Odisha,Odisha,35.04214768521059,125.4,5787.0,0.0
2022-05-10,Puducherry,Puducherry,32.27534380157139,8.8,451.0,0.0
2022-05-10,Punjab,Punjab,39.26818645097701,225.2,10320.0,0.0
2022-05-10,Rajasthan,Rajasthan,43.24030511553958,288.7,14654.0,0.0
2022-05-10,Sikkim,Sikkim,30.11443405884494,1.6,111.0,0.0
2022-05-10,Tamil Nadu,Tamil Nadu,31.54712387349923,310.7,14462.0,0.0
2022-05-10,Telangana,Telangana,39.12682452614045,190.7,9374.0,0.0
2022-05-10,Tripura,Tripura,28.61266986570857,4.5,241.0,0.0
2022-05-10,Uttar Pradesh,Uttar Pradesh,38.257731734320586,482.8,23890.0,170.0
2022-05-10,Uttarakhand,Uttarakhand,31.759200521712504,44.1,2036.0,0.0
2022-05-10,West Bengal,West Bengal,33.02190617357255,161.7,7836.0,0.0
2022-05-11,Andhra Pradesh,Andhra Pradesh,30.254678641015367,151.7,7070.0,0.0
2022-05-11,Arunachal Pradesh,Arunachal Pradesh,29.69965010380427,2.2,132.0,0.0
2022-05-11,Assam,Assam,29.45836775395028,32.5,1845.0,0.0
2022-05-11,Bihar,Bihar,36.72808851195297,121.6,5952.0,198.0
2022-05-11,Chandigarh,Chandigarh,38.510498046875,6.4,327.0,0.0
2022-05-11,Chhattisgarh,Chhattisgarh,36.559764063497184,109.9,4698.0,0.0
2022-05-11,Dadara & Nagar Havelli,Dadra and Nagar Haveli,38.00997686265095,20.3,865.0,0.0
2022-05-11,Daman & Diu,Daman and Diu,38.09033179122192,7.3,333.0,0.0
2022-05-11,NCT of Delhi,Delhi,41.05748312761881,129.8,6520.0,0.0
2022-05-11,Goa,Goa,30.79115687187194,15.2,660.0,0.0
2022-05-11,Gujarat,Gujarat,41.113696170318256,443.0,20519.0,0.0
2022-05-11,Haryana,Haryana,40.93667494526877,200.4,9349.0,0.0
2022-05-11,Himachal Pradesh,Himachal Pradesh,33.482638292811004,33.4,1616.0,0.0
2022-05-11,Jammu & Kashmir,Jammu and Kashmir,32.04802009955618,53.7,2547.0,0.0
2022-05-11,Jharkhand,Jharkhand,36.51634351284506,33.7,1554.0,0.0
2022-05-11,Karnataka,Karnataka,29.61195467676491,197.6,10153.0,0.0
2022-05-11,Kerala,Kerala,27.722806378127647,75.1,3627.0,0.0
2022-05-11,Madhya Pradesh,Madhya Pradesh,42.2098676995005,274.5,12341.0,0.0
2022-05-11,Maharashtra,Maharashtra,38.82692319298832,609.9,27742.0,0.0
2022-05-11,Manipur,Manipur,28.87138340548729,2.5,179.0,0.0
2022-05-11,Meghalaya,Meghalaya,29.85043549267526,6.0,350.0,0.0
2022-05-11,Mizoram,Mizoram,28.40455507330012,1.8,107.0,0.0
2022-05-11,Nagaland,Nagaland,29.105027810977067,2.3,134.0,0.0
2022-05-11,Odisha,Odisha,34.30146388893053,118.3,5494.0,0.0
2022-05-11,Puducherry,Puducherry,33.154060122466056,8.7,414.0,0.0
2022-05-11,Punjab,Punjab,40.04182755308185,223.6,9939.0,0.0
2022-05-11,Rajasthan,Rajasthan,44.02918904627545,307.3,14949.0,0.0
2022-05-11,Sikkim,Sikkim,30.447989423220097,1.7,113.0,0.0
2022-05-11,Tamil Nadu,Tamil Nadu,31.712160346277727,324.9,14513.0,0.0
2022-05-11,Telangana,Telangana,33.893545085262375,184.1,8391.0,0.0
2022-05-11,Tripura,Tripura,28.61569040070017,4.1,235.0,0.0
2022-05-11,Uttar Pradesh,Uttar Pradesh,38.87122127484158,486.9,24281.0,0.0
2022-05-11,Uttarakhand,Uttarakhand,32.61311196240015,47.1,2222.0,0.0
2022-05-11,West Bengal,West Bengal,33.63920680155253,162.6,7950.0,0.0
2022-05-12,Andhra Pradesh,Andhra Pradesh,30.999699321164933,161.4,7452.0,0.0
2022-05-12,Arunachal Pradesh,Arunachal Pradesh,29.517670229951467,2.3,139.0,0.0
2022-05-12,Assam,Assam,29.664710828697263,32.1,1765.0,0.0
2022-05-12,Bihar,Bihar,36.096463481632206,117.4,6038.0,580.0
2022-05-12,Chandigarh,Chandigarh,39.56479263305664,6.8,366.0,0.0
2022-05-12,Chhattisgarh,Chhattisgarh,38.09818203068193,111.4,4722.0,0.0
2022-05-12,Dadara & Nagar Havelli,Dadra and Nagar Haveli,36.96167518403229,19.0,852.0,0.0
2022-05-12,Daman & Diu,Daman and Diu,36.94630167127956,7.6,338.0,0.0
2022-05-12,NCT of Delhi,Delhi,42.4008260667138,136.2,6752.0,0.0
2022-05-12,Goa,Goa,30.296237223000432,14.7,679.0,0.0
2022-05-12,Gujarat,Gujarat,40.35492145376843,444.4,20769.0,0.0
2022-05-12,Haryana,Haryana,42.3827681335528,207.7,9806.0,0.0
2022-05-12,Himachal Pradesh,Himachal Pradesh,34.26227724947931,32.7,1592.0,0.0
2022-05-12,Jammu & Kashmir,Jammu and Kashmir,32.399715386781295,53.1,2307.0,0.0
2022-05-12,Jharkhand,Jharkhand,36.709964306838096,34.0,1555.0,0.0
2022-05-12,Karnataka,Karnataka,30.109615627843446,188.5,9416.0,0.0
2022-05-12,Kerala,Kerala,28.561885389665257,73.7,3554.0,0.0
2022-05-12,Madhya Pradesh,Madhya Pradesh,42.6587659287878,278.5,12278.0,0.0
2022-05-12,Maharashtra,Maharashtra,38.66144957650052,601.7,27087.0,0.0
2022-05-12,Manipur,Manipur,28.824194359248587,2.4,175.0,0.0
2022-05-12,Meghalaya,Meghalaya,30.284916385852767,5.9,328.0,0.0
2022-05-12,Mizoram,Mizoram,28.72767560572072,1.8,112.0,0.0
2022-05-12,Nagaland,Nagaland,29.203399105474872,2.4,135.0,0.0
2022-05-12,Odisha,Odisha,35.978610273656244,121.6,5737.0,0.0
2022-05-12,Puducherry,Puducherry,33.221773475318535,8.7,401.0,0.0
2022-05-12,Punjab,Punjab,40.98466197134607,232.0,10614.0,0.0
2022-05-12,Rajasthan,Rajasthan,44.63308560866732,302.8,15306.0,0.0
2022-05-12,Sikkim,Sikkim,30.582197491021265,1.7,112.0,0.0
2022-05-12,Tamil Nadu,Tamil Nadu,32.00377409029795,323.6,15146.0,0.0
2022-05-12,Telangana,Telangana,35.98552230814225,183.2,8926.0,0.0
2022-05-12,Tripura,Tripura,29.07949954989049,3.9,230.0,0.0
2022-05-12,Uttar Pradesh,Uttar Pradesh,40.02779262865181,500.2,23876.0,170.0
2022-05-12,Uttarakhand,Uttarakhand,33.80815250848807,46.1,2191.0,0.0
2022-05-12,West Bengal,West Bengal,34.46702692558964,169.8,8480.0,0.0
2022-05-13,Andhra Pradesh,Andhra Pradesh,34.47418228814981,172.9,8048.0,0.0
2022-05-13,Arunachal Pradesh,Arunachal Pradesh,26.17948143713063,2.3,134.0,0.0
2022-05-13,Assam,Assam,26.64241875103578,28.6,1680.0,0.0
2022-05-13,Bihar,Bihar,37.44480296325485,121.9,6023.0,0.0
2022-05-13,Chandigarh,Chandigarh,39.692970275878906,6.8,356.0,0.0
2022-05-13,Chhattisgarh,Chhattisgarh,40.04130176389607,108.5,4660.0,0.0
2022-05-13,Dadara & Nagar Havelli,Dadra and Nagar Haveli,36.988992370291854,19.7,849.0,0.0
2022-05-13,Daman & Diu,Daman and Diu,36.80849301457579,7.6,337.0,0.0
2022-05-13,NCT of Delhi,Delhi,42.8289760392155,135.8,6781.0,0.0
2022-05-13,Goa,Goa,30.31383581168138,14.8,662.0,0.0
2022-05-13,Gujarat,Gujarat,39.545208436380285,436.4,20226.0,0.0
2022-05-13,Haryana,Haryana,42.69214700530868,205.2,9559.0,0.0
2022-05-13,Himachal Pradesh,Himachal Pradesh,34.70090572802717,32.8,1570.0,0.0
2022-05-13,Jammu & Kashmir,Jammu and Kashmir,32.84506082121692,53.2,2261.0,0.0
2022-05-13,Jharkhand,Jharkhand,38.74405912551832,33.1,1543.0,211.0
2022-05-13,Karnataka,Karnataka,31.1495814117214,189.6,9407.0,0.0
2022-05-13,Kerala,Kerala,29.60205851173263,73.5,3697.0,0.0
2022-05-13,Madhya Pradesh,Madhya Pradesh,44.32725882141013,278.5,12089.0,0.0
2022-05-13,Maharashtra,Maharashtra,38.776707831324686,585.8,26133.0,0.0
2022-05-13,Manipur,Manipur,26.198708641348052,2.5,171.0,0.0
2022-05-13,Meghalaya,Meghalaya,27.172801546868616,5.4,313.0,0.0
2022-05-13,Mizoram,Mizoram,27.328639362633247,1.9,110.0,0.0
2022-05-13,Nagaland,Nagaland,26.49079490156984,2.5,138.0,0.0
2022-05-13,Odisha,Odisha,37.33730718561468,127.4,5641.0,0.0
2022-05-13,Puducherry,Puducherry,34.56315068420182,8.3,415.0,0.0
2022-05-13,Punjab,Punjab,41.27201105465413,231.6,10825.0,0.0
2022-05-13,Rajasthan,Rajasthan,44.9562024457528,300.4,14557.0,0.0
2022-05-13,Sikkim,Sikkim,28.253246626645318,1.8,106.0,0.0
2022-05-13,Tamil Nadu,Tamil Nadu,33.31345015905684,314.3,14983.0,0.0
2022-05-13,Telangana,Telangana,37.82332493825268,187.8,9421.0,0.0
2022-05-13,Tripura,Tripura,27.754370479859485,3.7,231.0,0.0
2022-05-13,Uttar Pradesh,Uttar Pradesh,41.91098217308441,498.9,24699.0,0.0
2022-05-13,Uttarakhand,Uttarakhand,34.60665570301618,45.9,2322.0,0.0
2022-05-13,West Bengal,West Bengal,34.38085399483477,165.7,8296.0,0.0
2022-05-14,Andhra Pradesh,Andhra Pradesh,36.42577925793119,180.6,8461.0,0.0
2022-05-14,Arunachal Pradesh,Arunachal Pradesh,26.547657660366603,2.3,122.0,0.0
2022-05-14,Assam,Assam,26.83300361785067,28.4,1653.0,0.0
2022-05-14,Bihar,Bihar,35.605829393494155,114.5,5947.0,0.0
2022-05-14,Chandigarh,Chandigarh,41.76008987426758,6.4,313.0,0.0
2022-05-14,Chhattisgarh,Chhattisgarh,41.40022477845261,105.8,4540.0,0.0
2022-05-14,Dadara & Nagar Havelli,Dadra and Nagar Haveli,37.13578238654374,19.5,838.0,0.0
2022-05-14,Daman & Diu,Daman and Diu,36.96700431787716,7.6,334.0,0.0
2022-05-14,NCT of Delhi,Delhi,43.913463469525006,130.7,6714.0,0.0
2022-05-14,Goa,Goa,33.089880079347665,13.8,639.0,0.0
2022-05-14,Gujarat,Gujarat,39.75552681160576,433.5,20277.0,0.0
2022-05-14,Haryana,Haryana,43.90847278790756,203.9,9494.0,0.0
2022-05-14,Himachal Pradesh,Himachal Pradesh,36.85365680607565,33.1,1559.0,0.0
2022-05-14,Jammu & Kashmir,Jammu and Kashmir,34.99644935145951,52.6,2339.0,0.0
2022-05-14,Jharkhand,Jharkhand,38.581355332928496,32.0,1557.0,0.0
2022-05-14,Karnataka,Karnataka,33.510075711684195,199.5,9793.0,0.0
2022-05-14,Kerala,Kerala,29.17413561496569,72.0,3473.0,0.0
2022-05-14,Madhya Pradesh,Madhya Pradesh,44.25309067959951,279.6,12184.0,0.0
2022-05-14,Maharashtra,Maharashtra,40.2259737819522,588.3,26148.0,0.0
2022-05-14,Manipur,Manipur,26.738357956302792,2.5,177.0,0.0
2022-05-14,Meghalaya,Meghalaya,27.486925283778994,5.7,312.0,0.0
2022-05-14,Mizoram,Mizoram,27.87557744812386,1.8,116.0,0.0
2022-05-14,Nagaland,Nagaland,27.080353834760864,2.3,132.0,0.0
2022-05-14,Odisha,Odisha,38.16734459180084,129.0,6310.0,0.0
